L(T-1),L(T-2),L(T-24),L(T-48),P(T-1),P(T-2),P(T-24),P(T-48),Day,Season,L(T)
8786.8,9973.5,7078.8,6897.85,10282.99,6040.21,12000,12000,0,2,6219.9
6219.9,8786.8,6853.13,6635.15,12000,10282.99,12000,12000,0,2,5722.44
5722.44,6219.9,7100.47,7149.03,12000,12000,12000,12000,0,2,6121.42
6121.42,5722.44,5230.08,5743.83,12000,12000,12000,12000,0,2,5249.82
5249.82,6121.42,6226.43,6611.43,12000,12000,11647.8,10925.19,0,2,5791.92
5791.92,5249.82,7085.58,7094.73,12000,12000,9425.61,8210.4,0,2,6945.05
6945.05,5791.92,8408.28,8319.98,10500.36,12000,8100.59,7025.14,0,2,8169.78
8169.78,6945.05,8394.38,8034.15,7886.9,10500.36,4911.82,4627.95,0,2,7474.58
7474.58,8169.78,8200.73,7898.18,4507.28,7886.9,4959.19,4612.24,0,2,7163.63
7163.63,7474.58,8641.55,8377.6,4237.62,4507.28,6522.27,5568.58,0,2,7963.3
7963.3,7163.63,8378.95,8010.73,6299.78,4237.62,9369.55,8105.37,0,2,8049.25
8049.25,7963.3,8193.57,7280.75,10442.72,6299.78,10900.01,8843.36,0,2,7465.22
7465.22,8049.25,5574.12,4568.45,11272.56,10442.72,12000,12000,0,2,4702.77
4702.77,7465.22,4071.3,4330.7,12000,11272.56,12000,12000,0,2,4035.05
4035.05,4702.77,4842.32,5417,12000,12000,12000,10275.68,0,2,4630.8
4630.8,4035.05,6641.21,6350.83,12000,12000,8693.88,7188.8,0,2,6075.78
6075.78,4630.8,7280.48,6897.61,10130.36,12000,7417.98,6383.24,0,2,6806.4
6806.4,6075.78,8170.88,7597.55,8517.9,10130.36,5625.35,4771.58,0,2,8175.68
8175.68,6806.4,9597.98,9200.8,6775.82,8517.9,7419.14,5349.06,1,2,9860.51
9860.51,8175.68,10023.83,9380.5,7024.8,6775.82,5250.39,4344.84,1,2,10392.05
10392.05,9860.51,9955,8964.85,5044.62,7024.8,4776.92,4156.12,1,2,10556.7
10556.7,10392.05,9941.05,8679.57,4629.53,5044.62,4718.1,3933.54,1,2,10389.98
10389.98,10556.7,9973.5,9081.65,4499.29,4629.53,6040.21,4717.31,1,2,10820.37
10820.37,10389.98,8786.8,9104.8,5452.33,4499.29,10282.99,9300.08,1,2,10579.8
10579.8,10820.37,6219.9,7078.8,7814.04,5452.33,12000,12000,1,2,9671.1
9671.1,10579.8,5722.44,6853.13,10452.3,7814.04,12000,12000,1,2,8935.26
8935.26,9671.1,6121.42,7100.47,12000,10452.3,12000,12000,1,2,8821.3
8821.3,8935.26,5249.82,5230.08,10861.33,12000,12000,12000,1,2,7865.25
7865.25,8821.3,5791.92,6226.43,8687.44,10861.33,12000,11647.8,1,2,8389.65
8389.65,7865.25,6945.05,7085.58,6687.36,8687.44,10500.36,9425.61,1,2,8243.88
8243.88,8389.65,8169.78,8408.28,4987.19,6687.36,7886.9,8100.59,1,2,7919.3
7919.3,8243.88,7474.58,8394.38,4347.45,4987.19,4507.28,4911.82,1,2,6352.35
6352.35,7919.3,7163.63,8200.73,3692.71,4347.45,4237.62,4959.19,1,2,6412.7
6412.7,6352.35,7963.3,8641.55,3597.25,3692.71,6299.78,6522.27,1,2,6719.22
6719.22,6412.7,8049.25,8378.95,4216.06,3597.25,10442.72,9369.55,1,2,7687.8
7687.8,6719.22,7465.22,8193.57,4894.17,4216.06,11272.56,10900.01,1,2,8861.01
8861.01,7687.8,4702.77,5574.12,4531.84,4894.17,12000,12000,1,2,8521.25
8521.25,8861.01,4035.05,4071.3,6152.67,4531.84,12000,12000,1,2,7545.25
7545.25,8521.25,4630.8,4842.32,7396.79,6152.67,12000,12000,1,2,6811.62
6811.62,7545.25,6075.78,6641.21,5025.6,7396.79,10130.36,8693.88,1,2,6725.4
6725.4,6811.62,6806.4,7280.48,5000.06,5025.6,8517.9,7417.98,1,2,6923
6923,6725.4,8175.68,8170.88,5072.41,5000.06,6775.82,5625.35,1,2,7993.95
7993.95,6923,9860.51,9597.98,4960.05,5072.41,7024.8,7419.14,0,2,8345.18
8345.18,7993.95,10392.05,10023.83,4521.56,4960.05,5044.62,5250.39,0,2,8650.07
8650.07,8345.18,10556.7,9955,4304.43,4521.56,4629.53,4776.92,0,2,8792.33
8792.33,8650.07,10389.98,9941.05,4136.73,4304.43,4499.29,4718.1,0,2,8691.64
8691.64,8792.33,10820.37,9973.5,4054,4136.73,5452.33,6040.21,0,2,8838.01
8838.01,8691.64,10579.8,8786.8,4818.31,4054,7814.04,10282.99,0,2,8170.34
8170.34,8838.01,9671.1,6219.9,8475.7,4818.31,10452.3,12000,0,2,6141.32
6141.32,8170.34,8935.26,5722.44,12000,8475.7,12000,12000,0,2,5594.5
5594.5,6141.32,8821.3,6121.42,12000,12000,10861.33,12000,0,2,5684.77
5684.77,5594.5,7865.25,5249.82,12000,12000,8687.44,12000,0,2,6415.47
6415.47,5684.77,8389.65,5791.92,12000,12000,6687.36,12000,0,2,7520.6
7520.6,6415.47,8243.88,6945.05,12000,12000,4987.19,10500.36,0,2,7692.65
7692.65,7520.6,7919.3,8169.78,8874.33,12000,4347.45,7886.9,0,2,8091.43
8091.43,7692.65,6352.35,7474.58,6900.29,8874.33,3692.71,4507.28,0,2,6725.05
6725.05,8091.43,6412.7,7163.63,4572.98,6900.29,3597.25,4237.62,0,2,6433.28
6433.28,6725.05,6719.22,7963.3,4586.98,4572.98,4216.06,6299.78,0,2,6738.18
6738.18,6433.28,7687.8,8049.25,6925.11,4586.98,4894.17,10442.72,0,2,6695.1
6695.1,6738.18,8861.01,7465.22,10266.23,6925.11,4531.84,11272.56,0,2,6412.08
6412.08,6695.1,8521.25,4702.77,12000,10266.23,6152.67,12000,0,2,6377.54
6377.54,6412.08,7545.25,4035.05,12000,12000,7396.79,12000,0,2,5914.97
5914.97,6377.54,6811.62,4630.8,12000,12000,5025.6,12000,0,2,6969.18
6969.18,5914.97,6725.4,6075.78,7415.02,12000,5000.06,10130.36,0,2,7317.13
7317.13,6969.18,6923,6806.4,5480.39,7415.02,5072.41,8517.9,0,2,7536.02
7536.02,7317.13,7993.95,8175.68,5343,5480.39,4960.05,6775.82,0,2,8013.83
8013.83,7536.02,8345.18,9860.51,5190.39,5343,4521.56,7024.8,0,2,8955.83
8955.83,8013.83,8650.07,10392.05,5344.58,5190.39,4304.43,5044.62,0,2,9457.28
9457.28,8955.83,8792.33,10556.7,4778.55,5344.58,4136.73,4629.53,0,2,9376
9376,9457.28,8691.64,10389.98,4154.55,4778.55,4054,4499.29,0,2,9017.43
9017.43,9376,8838.01,10820.37,3773.21,4154.55,4818.31,5452.33,0,2,9192.69
9192.69,9017.43,8170.34,10579.8,4807.88,3773.21,8475.7,7814.04,0,2,7921.8
7921.8,9192.69,6141.32,9671.1,8351,4807.88,12000,10452.3,0,2,5719.57
5719.57,7921.8,5594.5,8935.26,12000,8351,12000,12000,0,2,4999.27
4999.27,5719.57,5684.77,8821.3,12000,12000,12000,10861.33,0,2,5290.8
5290.8,4999.27,6415.47,7865.25,12000,12000,12000,8687.44,0,2,6273.03
6273.03,5290.8,7520.6,8389.65,12000,12000,12000,6687.36,0,2,7396.8
7396.8,6273.03,7692.65,8243.88,11574.12,12000,8874.33,4987.19,0,2,8164.8
8164.8,7396.8,8091.43,7919.3,8924.89,11574.12,6900.29,4347.45,0,2,8306.58
8306.58,8164.8,6725.05,6352.35,6101.91,8924.89,4572.98,3692.71,0,2,7324
7324,8306.58,6433.28,6412.7,4659.92,6101.91,4586.98,3597.25,0,2,7254.9
7254.9,7324,6738.18,6719.22,4727.97,4659.92,6925.11,4216.06,0,2,7133.45
7133.45,7254.9,6695.1,7687.8,7130.63,4727.97,10266.23,4894.17,0,2,6717.2
6717.2,7133.45,6412.08,8861.01,11000.08,7130.63,12000,4531.84,0,2,6194.92
6194.92,6717.2,6377.54,8521.25,12000,11000.08,12000,6152.67,0,2,6286.03
6286.03,6194.92,5914.97,7545.25,12000,12000,12000,7396.79,0,2,5540.75
5540.75,6286.03,6969.18,6811.62,12000,12000,7415.02,5025.6,0,2,6522.45
6522.45,5540.75,7317.13,6725.4,8375.39,12000,5480.39,5000.06,0,2,7610.43
7610.43,6522.45,7536.02,6923,6165.5,8375.39,5343,5072.41,0,2,8179.48
8179.48,7610.43,8013.83,7993.95,5497.42,6165.5,5190.39,4960.05,0,2,8711.48
8711.48,8179.48,8955.83,8345.18,5379.26,5497.42,5344.58,4521.56,0,2,9046.38
9046.38,8711.48,9457.28,8650.07,6191.03,5379.26,4778.55,4304.43,0,2,9310.1
9310.1,9046.38,9376,8792.33,4810.07,6191.03,4154.55,4136.73,0,2,9180.45
9180.45,9310.1,9017.43,8691.64,4413.08,4810.07,3773.21,4054,0,2,8623.4
8623.4,9180.45,9192.69,8838.01,4063.51,4413.08,4807.88,4818.31,0,2,8596.33
8596.33,8623.4,7921.8,8170.34,4469.03,4063.51,8351,8475.7,0,2,7139.57
7139.57,8596.33,5719.57,6141.32,8468.05,4469.03,12000,12000,0,2,4610.16
4610.16,7139.57,4999.27,5594.5,12000,8468.05,12000,12000,0,2,4380.75
4380.75,4610.16,5290.8,5684.77,12000,12000,12000,12000,0,2,4791.79
4791.79,4380.75,6273.03,6415.47,12000,12000,12000,12000,0,2,6557.8
6557.8,4791.79,7396.8,7520.6,10625.24,12000,11574.12,12000,0,2,7391
7391,6557.8,8164.8,7692.65,9282.92,10625.24,8924.89,8874.33,0,2,7434.43
7434.43,7391,8306.58,8091.43,8064.61,9282.92,6101.91,6900.29,0,2,7991.63
7991.63,7434.43,7324,6725.05,4992.68,8064.61,4659.92,4572.98,0,2,6852.25
6852.25,7991.63,7254.9,6433.28,3897.43,4992.68,4727.97,4586.98,0,2,6488.02
6488.02,6852.25,7133.45,6738.18,3850.87,3897.43,7130.63,6925.11,0,2,5831.33
5831.33,6488.02,6717.2,6695.1,4987.79,3850.87,11000.08,10266.23,0,2,5676.2
5676.2,5831.33,6194.92,6412.08,6851.48,4987.79,12000,12000,0,2,6154.1
6154.1,5676.2,6286.03,6377.54,10877.53,6851.48,12000,12000,0,2,6141.52
6141.52,6154.1,5540.75,5914.97,10131.13,10877.53,12000,12000,0,2,5414.47
5414.47,6141.52,6522.45,6969.18,11000.08,10131.13,8375.39,7415.02,0,2,5534.75
5534.75,5414.47,7610.43,7317.13,5567.86,11000.08,6165.5,5480.39,0,2,6249.94
6249.94,5534.75,8179.48,7536.02,5378.79,5567.86,5497.42,5343,0,2,6732.39
6732.39,6249.94,8711.48,8013.83,5000.38,5378.79,5379.26,5190.39,0,2,7607.63
7607.63,6732.39,9046.38,8955.83,4939.21,5000.38,6191.03,5344.58,0,2,8182.1
8182.1,7607.63,9310.1,9457.28,6397.89,4939.21,4810.07,4778.55,0,2,8842.95
8842.95,8182.1,9180.45,9376,4970.13,6397.89,4413.08,4154.55,0,2,8757.95
8757.95,8842.95,8623.4,9017.43,4668.02,4970.13,4063.51,3773.21,0,2,8657.89
8657.89,8757.95,8596.33,9192.69,4533.43,4668.02,4469.03,4807.88,0,2,8732.47
8732.47,8657.89,7139.57,7921.8,5054.92,4533.43,8468.05,8351,0,2,8240.25
8240.25,8732.47,4610.16,5719.57,8650.27,5054.92,12000,12000,0,2,5347.65
5347.65,8240.25,4380.75,4999.27,12000,8650.27,12000,12000,0,2,4425.32
4425.32,5347.65,4791.79,5290.8,12000,12000,12000,12000,0,2,5384.75
5384.75,4425.32,6557.8,6273.03,12000,12000,10625.24,12000,0,2,7283.1
7283.1,5384.75,7391,7396.8,9500.66,12000,9282.92,11574.12,0,2,7707.53
7707.53,7283.1,7434.43,8164.8,8846.25,9500.66,8064.61,8924.89,0,2,7192.65
7192.65,7707.53,7991.63,8306.58,8200.67,8846.25,4992.68,6101.91,0,2,8001.15
8001.15,7192.65,6852.25,7324,5538.09,8200.67,3897.43,4659.92,0,2,7321.52
7321.52,8001.15,6488.02,7254.9,4223.62,5538.09,3850.87,4727.97,0,2,6901.75
6901.75,7321.52,5831.33,7133.45,4605.33,4223.62,4987.79,7130.63,0,2,6264.45
6264.45,6901.75,5676.2,6717.2,6214.17,4605.33,6851.48,11000.08,0,2,6039.28
6039.28,6264.45,6154.1,6194.92,10314.03,6214.17,10877.53,12000,0,2,6704.55
6704.55,6039.28,6141.52,6286.03,11265.11,10314.03,10131.13,12000,0,2,6242.12
6242.12,6704.55,5414.47,5540.75,11499.86,11265.11,11000.08,12000,0,2,4837.85
4837.85,6242.12,5534.75,6522.45,12000,11499.86,5567.86,8375.39,0,2,4577
4577,4837.85,6249.94,7610.43,7200.3,12000,5378.79,6165.5,0,2,6314.07
6314.07,4577,6732.39,8179.48,6427.63,7200.3,5000.38,5497.42,0,2,6402.63
6402.63,6314.07,7607.63,8711.48,6003.11,6427.63,4939.21,5379.26,0,2,7455.83
7455.83,6402.63,8182.1,9046.38,6000.47,6003.11,6397.89,6191.03,0,2,7716.85
7716.85,7455.83,8842.95,9310.1,6914.94,6000.47,4970.13,4810.07,0,2,8181.4
8181.4,7716.85,8757.95,9180.45,5985.69,6914.94,4668.02,4413.08,0,2,8139.27
8139.27,8181.4,8657.89,8623.4,5193.06,5985.69,4533.43,4063.51,0,2,7951.72
7951.72,8139.27,8732.47,8596.33,4932.76,5193.06,5054.92,4469.03,0,2,8433.81
8433.81,7951.72,8240.25,7139.57,6525.57,4932.76,8650.27,8468.05,0,2,6999.55
6999.55,8433.81,5347.65,4610.16,9268.55,6525.57,12000,12000,0,2,4394.17
4394.17,6999.55,4425.32,4380.75,12000,9268.55,12000,12000,0,2,4030.96
4030.96,4394.17,5384.75,4791.79,12000,12000,12000,12000,0,2,4635.35
4635.35,4030.96,7283.1,6557.8,12000,12000,9500.66,10625.24,0,2,6165.35
6165.35,4635.35,7707.53,7391,10487.6,12000,8846.25,9282.92,0,2,6578.6
6578.6,6165.35,7192.65,7434.43,8712.2,10487.6,8200.67,8064.61,0,2,6381.65
6381.65,6578.6,8001.15,7991.63,6765.62,8712.2,5538.09,4992.68,0,2,7018.78
7018.78,6381.65,7321.52,6852.25,5162.9,6765.62,4223.62,3897.43,0,2,5821.81
5821.81,7018.78,6901.75,6488.02,4645.64,5162.9,4605.33,3850.87,0,2,5989.54
5989.54,5821.81,6264.45,5831.33,5081.85,4645.64,6214.17,4987.79,0,2,5885.46
5885.46,5989.54,6039.28,5676.2,6769.88,5081.85,10314.03,6851.48,0,2,5616.62
5616.62,5885.46,6704.55,6154.1,10496.13,6769.88,11265.11,10877.53,0,2,4878.82
4878.82,5616.62,6242.12,6141.52,12000,10496.13,11499.86,10131.13,0,2,4996.65
4996.65,4878.82,4837.85,5414.47,12000,12000,12000,11000.08,0,2,4386.07
4386.07,4996.65,4577,5534.75,12000,12000,7200.3,5567.86,0,2,3888.83
3888.83,4386.07,6314.07,6249.94,9075.63,12000,6427.63,5378.79,0,2,4856.93
4856.93,3888.83,6402.63,6732.39,7713.03,9075.63,6003.11,5000.38,0,2,5553.58
5553.58,4856.93,7455.83,7607.63,7288.09,7713.03,6000.47,4939.21,0,2,6862.2
6862.2,5553.58,7716.85,8182.1,7817.68,7288.09,6914.94,6397.89,0,2,7199.5
7199.5,6862.2,8181.4,8842.95,9226.27,7817.68,5985.69,4970.13,0,2,8015.25
8015.25,7199.5,8139.27,8757.95,8118.8,9226.27,5193.06,4668.02,0,2,7840.81
7840.81,8015.25,7951.72,8657.89,7167.88,8118.8,4932.76,4533.43,0,2,7496.23
7496.23,7840.81,8433.81,8732.47,6137.41,7167.88,6525.57,5054.92,0,2,7561.24
7561.24,7496.23,6999.55,8240.25,8520.6,6137.41,9268.55,8650.27,0,2,6318.9
6318.9,7561.24,4394.17,5347.65,10175.64,8520.6,12000,12000,0,2,4801.18
4801.18,6318.9,4030.96,4425.32,12000,10175.64,12000,12000,0,2,4129.49
4129.49,4801.18,4635.35,5384.75,12000,12000,12000,12000,0,2,4853.85
4853.85,4129.49,6165.35,7283.1,12000,12000,10487.6,9500.66,0,2,6482.55
6482.55,4853.85,6578.6,7707.53,11392.82,12000,8712.2,8846.25,0,2,7622.79
7622.79,6482.55,6381.65,7192.65,9218.79,11392.82,6765.62,8200.67,0,2,7290.98
7290.98,7622.79,7018.78,8001.15,7760.11,9218.79,5162.9,5538.09,0,2,7511.73
7511.73,7290.98,5821.81,7321.52,5164.58,7760.11,4645.64,4223.62,0,2,6669.45
6669.45,7511.73,5989.54,6901.75,4155.19,5164.58,5081.85,4605.33,0,2,6415.7
6415.7,6669.45,5885.46,6264.45,4384.18,4155.19,6769.88,6214.17,0,2,6072.39
6072.39,6415.7,5616.62,6039.28,5802.73,4384.18,10496.13,10314.03,0,2,6108.77
6108.77,6072.39,4878.82,6704.55,8773.72,5802.73,12000,11265.11,0,2,6274.97
6274.97,6108.77,4996.65,6242.12,11277.74,8773.72,12000,11499.86,0,2,6861.23
6861.23,6274.97,4386.07,4837.85,12000,11277.74,12000,12000,0,2,6248.84
6248.84,6861.23,3888.83,4577,12000,12000,9075.63,7200.3,0,2,6001.12
6001.12,6248.84,4856.93,6314.07,9737.29,12000,7713.03,6427.63,0,2,5996.62
5996.62,6001.12,5553.58,6402.63,8000.56,9737.29,7288.09,6003.11,0,2,4823.4
4823.4,5996.62,6862.2,7455.83,8413.12,8000.56,7817.68,6000.47,0,2,6003.21
6003.21,4823.4,7199.5,7716.85,9242.23,8413.12,9226.27,6914.94,1,2,7548.6
7548.6,6003.21,8015.25,8181.4,10250.37,9242.23,8118.8,5985.69,1,2,8426.5
8426.5,7548.6,7840.81,8139.27,8346.88,10250.37,7167.88,5193.06,1,2,8455.13
8455.13,8426.5,7496.23,7951.72,7831.73,8346.88,6137.41,4932.76,1,2,8082.5
8082.5,8455.13,7561.24,8433.81,7081.23,7831.73,8520.6,6525.57,1,2,7916.03
7916.03,8082.5,6318.9,6999.55,8191.18,7081.23,10175.64,9268.55,1,2,7418.55
7418.55,7916.03,4801.18,4394.17,10115.75,8191.18,12000,12000,1,2,7997.18
7997.18,7418.55,4129.49,4030.96,11999.88,10115.75,12000,12000,1,2,6937.75
6937.75,7997.18,4853.85,4635.35,12000,11999.88,12000,12000,1,2,6728.3
6728.3,6937.75,6482.55,6165.35,11999.86,12000,11392.82,10487.6,1,2,6333.5
6333.5,6728.3,7622.79,6578.6,10192.44,11999.86,9218.79,8712.2,1,2,7087.15
7087.15,6333.5,7290.98,6381.65,8162.81,10192.44,7760.11,6765.62,1,2,7309.68
7309.68,7087.15,7511.73,7018.78,6497.94,8162.81,5164.58,5162.9,1,2,7692.9
7692.9,7309.68,6669.45,5821.81,4635.63,6497.94,4155.19,4645.64,1,2,6880.93
6880.93,7692.9,6415.7,5989.54,4152.55,4635.63,4384.18,5081.85,1,2,6224.3
6224.3,6880.93,6072.39,5885.46,4096.14,4152.55,5802.73,6769.88,1,2,6161.58
6161.58,6224.3,6108.77,5616.62,4994.81,4096.14,8773.72,10496.13,1,2,6496.7
6496.7,6161.58,6274.97,4878.82,8365.98,4994.81,11277.74,12000,1,2,7555.4
7555.4,6496.7,6861.23,4996.65,7399.98,8365.98,12000,12000,1,2,7456
7456,7555.4,6248.84,4386.07,6820.23,7399.98,12000,12000,1,2,6792.6
6792.6,7456,6001.12,3888.83,8000.45,6820.23,9737.29,9075.63,1,2,6057.65
6057.65,6792.6,5996.62,4856.93,8115.89,8000.45,8000.56,7713.03,1,2,5982.63
5982.63,6057.65,4823.4,5553.58,8000.59,8115.89,8413.12,7288.09,1,2,5833.08
5833.08,5982.63,6003.21,6862.2,8000.6,8000.59,9242.23,7817.68,1,2,6590.22
6590.22,5833.08,7548.6,7199.5,9744.43,8000.6,10250.37,9226.27,0,2,7144.78
7144.78,6590.22,8426.5,8015.25,7530.95,9744.43,8346.88,8118.8,0,2,7714.6
7714.6,7144.78,8455.13,7840.81,6260.62,7530.95,7831.73,7167.88,0,2,7876.22
7876.22,7714.6,8082.5,7496.23,5000.69,6260.62,7081.23,6137.41,0,2,7956.37
7956.37,7876.22,7916.03,7561.24,5000.32,5000.69,8191.18,8520.6,0,2,7587.58
7587.58,7956.37,7418.55,6318.9,6127.81,5000.32,10115.75,10175.64,0,2,7680.54
7680.54,7587.58,7997.18,4801.18,9934.62,6127.81,11999.88,12000,0,2,5084.5
5084.5,7680.54,6937.75,4129.49,12000,9934.62,12000,12000,0,2,4155.57
4155.57,5084.5,6728.3,4853.85,12000,12000,11999.86,12000,0,2,5378.81
5378.81,4155.57,6333.5,6482.55,12000,12000,10192.44,11392.82,0,2,7083.97
7083.97,5378.81,7087.15,7622.79,11750.14,12000,8162.81,9218.79,0,2,8126.33
8126.33,7083.97,7309.68,7290.98,10125.34,11750.14,6497.94,7760.11,0,2,8453.03
8453.03,8126.33,7692.9,7511.73,8517.9,10125.34,4635.63,5164.58,0,2,8237.93
8237.93,8453.03,6880.93,6669.45,6255.3,8517.9,4152.55,4155.19,0,2,7475.03
7475.03,8237.93,6224.3,6415.7,5155.23,6255.3,4096.14,4384.18,0,2,6923.45
6923.45,7475.03,6161.58,6072.39,5300.65,5155.23,4994.81,5802.73,0,2,6598.83
6598.83,6923.45,6496.7,6108.77,6818.07,5300.65,8365.98,8773.72,0,2,6582.47
6582.47,6598.83,7555.4,6274.97,10500.49,6818.07,7399.98,11277.74,0,2,6327.27
6327.27,6582.47,7456,6861.23,12000,10500.49,6820.23,12000,0,2,6168.8
6168.8,6327.27,6792.6,6248.84,12000,12000,8000.45,12000,0,2,5657.35
5657.35,6168.8,6057.65,6001.12,12000,12000,8115.89,9737.29,0,2,5891.1
5891.1,5657.35,5982.63,5996.62,10750.38,12000,8000.59,8000.56,0,2,7105.95
7105.95,5891.1,5833.08,4823.4,9000.2,10750.38,8000.6,8413.12,0,2,6307.9
6307.9,7105.95,6590.22,6003.21,9395.81,9000.2,9744.43,9242.23,0,2,6372.8
6372.8,6307.9,7144.78,7548.6,10297.67,9395.81,7530.95,10250.37,0,2,7747.5
7747.5,6372.8,7714.6,8426.5,8650.25,10297.67,6260.62,8346.88,0,2,8120.75
8120.75,7747.5,7876.22,8455.13,6728.64,8650.25,5000.69,7831.73,0,2,8230.88
8230.88,8120.75,7956.37,8082.5,5500.17,6728.64,5000.32,7081.23,0,2,8297.12
8297.12,8230.88,7587.58,7916.03,5000.66,5500.17,6127.81,8191.18,0,2,8175.38
8175.38,8297.12,7680.54,7418.55,6755.51,5000.66,9934.62,10115.75,0,2,7400.45
7400.45,8175.38,5084.5,7997.18,10475.09,6755.51,12000,11999.88,0,2,5082.12
5082.12,7400.45,4155.57,6937.75,12000,10475.09,12000,12000,0,2,4200.22
4200.22,5082.12,5378.81,6728.3,12000,12000,12000,11999.86,0,2,4701.22
4701.22,4200.22,7083.97,6333.5,12000,12000,11750.14,10192.44,0,2,6545.47
6545.47,4701.22,8126.33,7087.15,12000,12000,10125.34,8162.81,0,2,7561.18
7561.18,6545.47,8453.03,7309.68,11192.59,12000,8517.9,6497.94,0,2,7455
7455,7561.18,8237.93,7692.9,9065.51,11192.59,6255.3,4635.63,0,2,7245.93
7245.93,7455,7475.03,6880.93,7053.56,9065.51,5155.23,4152.55,0,2,6290.62
6290.62,7245.93,6923.45,6224.3,5338.9,7053.56,5300.65,4096.14,0,2,5953.78
5953.78,6290.62,6598.83,6161.58,6094.92,5338.9,6818.07,4994.81,0,2,5815.68
5815.68,5953.78,6582.47,6496.7,7532.96,6094.92,10500.49,8365.98,0,2,6101.38
6101.38,5815.68,6327.27,7555.4,10942.77,7532.96,12000,7399.98,0,2,6709.42
6709.42,6101.38,6168.8,7456,11250.22,10942.77,12000,6820.23,0,2,5847.6
5847.6,6709.42,5657.35,6792.6,12000,11250.22,12000,8000.45,0,2,5862.02
5862.02,5847.6,5891.1,6057.65,12000,12000,10750.38,8115.89,0,2,5921.13
5921.13,5862.02,7105.95,5982.63,10162.74,12000,9000.2,8000.59,0,2,7112.38
7112.38,5921.13,6307.9,5833.08,8303.32,10162.74,9395.81,8000.6,0,2,7205.75
7205.75,7112.38,6372.8,6590.22,8591.25,8303.32,10297.67,9744.43,0,2,7175.48
7175.48,7205.75,7747.5,7144.78,7326.8,8591.25,8650.25,7530.95,0,1,7095.88
7095.88,7175.48,8120.75,7714.6,10100.61,7326.8,6728.64,6260.62,0,1,7905.85
7905.85,7095.88,8230.88,7876.22,8250.51,10100.61,5500.17,5000.69,0,1,7829.63
7829.63,7905.85,8297.12,7956.37,6575.52,8250.51,5000.66,5000.32,0,1,7437.79
7437.79,7829.63,8175.38,7587.58,5997.57,6575.52,6755.51,6127.81,0,1,6990
6990,7437.79,7400.45,7680.54,8435.72,5997.57,10475.09,9934.62,0,1,6888.77
6888.77,6990,5082.12,5084.5,11125.22,8435.72,12000,12000,0,1,5495.35
5495.35,6888.77,4200.22,4155.57,12000,11125.22,12000,12000,0,1,4664.12
4664.12,5495.35,4701.22,5378.81,12000,12000,12000,12000,0,1,4797.77
4797.77,4664.12,6545.47,7083.97,12000,12000,12000,11750.14,0,1,5292.7
5292.7,4797.77,7561.18,8126.33,12000,12000,11192.59,10125.34,0,1,6053.15
6053.15,5292.7,7455,8453.03,10702.88,12000,9065.51,8517.9,0,1,6335.58
6335.58,6053.15,7245.93,8237.93,8847.12,10702.88,7053.56,6255.3,0,1,6934.28
6934.28,6335.58,6290.62,7475.03,6987.89,8847.12,5338.9,5155.23,0,1,6479.3
6479.3,6934.28,5953.78,6923.45,5000.27,6987.89,6094.92,5300.65,0,1,5872.7
5872.7,6479.3,5815.68,6598.83,6157.15,5000.27,7532.96,6818.07,0,1,5556.84
5556.84,5872.7,6101.38,6582.47,7872.36,6157.15,10942.77,10500.49,0,1,5443.48
5443.48,5556.84,6709.42,6327.27,11375.2,7872.36,11250.22,12000,0,1,5900.31
5900.31,5443.48,5847.6,6168.8,9999,11375.2,12000,12000,0,1,4468.9
4468.9,5900.31,5862.02,5657.35,11874.89,9999,12000,12000,0,1,3898.84
3898.84,4468.9,5921.13,5891.1,12000,11874.89,10162.74,10750.38,0,1,4327.35
4327.35,3898.84,7112.38,7105.95,11500.3,12000,8303.32,9000.2,0,1,4757.88
4757.88,4327.35,7205.75,6307.9,10075.72,11500.3,8591.25,9395.81,0,1,4772.73
4772.73,4757.88,7175.48,6372.8,10600.51,10075.72,7326.8,10297.67,0,1,5763.03
5763.03,4772.73,7095.88,7747.5,11250.04,10600.51,10100.61,8650.25,0,1,7170.46
7170.46,5763.03,7905.85,8120.75,5429.45,11250.04,8250.51,6728.64,0,1,7741.21
7741.21,7170.46,7829.63,8230.88,4879.04,5429.45,6575.52,5500.17,0,1,7596.19
7596.19,7741.21,7437.79,8297.12,4519.47,4879.04,5997.57,5000.66,0,1,7467.35
7467.35,7596.19,6990,8175.38,4540.34,4519.47,8435.72,6755.51,0,1,7255.61
7255.61,7467.35,6888.77,7400.45,4729.18,4540.34,11125.22,10475.09,0,1,6675.73
6675.73,7255.61,5495.35,5082.12,5029.67,4729.18,12000,12000,0,1,6764.88
6764.88,6675.73,4664.12,4200.22,9275.28,5029.67,12000,12000,0,1,5736.63
5736.63,6764.88,4797.77,4701.22,12000,9275.28,12000,12000,0,1,5449.68
5449.68,5736.63,5292.7,6545.47,10900.03,12000,12000,12000,0,1,5167.23
5167.23,5449.68,6053.15,7561.18,6390.47,10900.03,10702.88,11192.59,0,1,6250.73
6250.73,5167.23,6335.58,7455,6130.29,6390.47,8847.12,9065.51,0,1,6953.55
6953.55,6250.73,6934.28,7245.93,5013.57,6130.29,6987.89,7053.56,0,1,7046.39
7046.39,6953.55,6479.3,6290.62,4182.01,5013.57,5000.27,5338.9,0,1,6226.07
6226.07,7046.39,5872.7,5953.78,3724.6,4182.01,6157.15,6094.92,0,1,5851.31
